   1.05925000000000000000000000000000001E-0003           6
   1.18849999999999999999999999999999998E-0003           6
   1.33351999999999999999999999999999993E-0003           6
   1.49623999999999999999999999999999999E-0003           6
   1.67880000000000000000000000000000002E-0003           6
   1.88364999999999999999999999999999995E-0003           6
   2.11349000000000000000000000000000003E-0003           6
   2.37136999999999999999999999999999984E-0003           6
   2.66072999999999999999999999999999983E-0003           6
   2.98537999999999999999999999999999993E-0003           6
   3.34964999999999999999999999999999984E-0003           6
   3.75836999999999999999999999999999989E-0003           6
   4.21697000000000000000000000000000025E-0003           6
   4.73150999999999999999999999999999988E-0003           6
   5.30883999999999999999999999999999962E-0003           6
   5.95661999999999999999999999999999992E-0003           6
   6.68343999999999999999999999999999988E-0003           6
   7.49893999999999999999999999999999988E-0003           6
   8.41395000000000000000000000000000057E-0003           6
   9.44061000000000000000000000000000014E-0003           6
   1.05925000000000000000000000000000001E-0002           6
   1.18850000000000000000000000000000005E-0002           6
   1.33351999999999999999999999999999993E-0002           6
   1.49624000000000000000000000000000002E-0002           6
   1.67879999999999999999999999999999994E-0002           6
   1.88365000000000000000000000000000010E-0002           6
   2.11349000000000000000000000000000011E-0002           6
   2.37137000000000000000000000000000006E-0002           6
   2.66072999999999999999999999999999998E-0002           6
   2.98538000000000000000000000000000008E-0002           6
   3.34964999999999999999999999999999984E-0002           6
   3.75836999999999999999999999999999982E-0002           6
   4.21697000000000000000000000000000010E-0002           6
   4.73150999999999999999999999999999973E-0002           6
   5.30884000000000000000000000000000023E-0002           6
   5.95662000000000000000000000000000022E-0002           6
   6.68343999999999999999999999999999958E-0002           6
   7.49893999999999999999999999999999943E-0002           6
   8.41394999999999999999999999999999967E-0002           6
   9.44061000000000000000000000000000014E-0002           5
  0.105925000000000000000000000000000004                 5
  0.118850000000000000000000000000000005                 4
  0.133352000000000000000000000000000002                 4
  0.149623999999999999999999999999999996                 4
  0.167880000000000000000000000000000006                 3
  0.188364999999999999999999999999999998                 3
  0.211349000000000000000000000000000011                 3
  0.237136999999999999999999999999999994                 3
  0.266072999999999999999999999999999980                 4
  0.298537999999999999999999999999999996                 4
  0.334965000000000000000000000000000008                 4
  0.375837000000000000000000000000000006                 4
  0.421696999999999999999999999999999986                 4
  0.473151000000000000000000000000000021                 4
  0.530884000000000000000000000000000011                 3
  0.595662000000000000000000000000000034                 3
  0.668344000000000000000000000000000031                 3
  0.749893999999999999999999999999999967                 2
  0.841394999999999999999999999999999967                 2
  0.944060999999999999999999999999999990                 2
